Data;Abramide;Acciuga;Aguglia;Alaccia;Anguilla;Aquila di mare;Aragosta;Arca di Noe';Ascidia;Astice;Barbo;Barracuda;Bibo;Boga;Branzino;Calamari;Canestrelli;Cannolicchi;Capasanta;Carpa;Cavedano;Cefali;Cepola;Cernia bruna;Cetorino;Cheppia;Corbola;Cuori;Delfini;Dentice;Fasolaro;Favolli;Galletto;Gallinelle;Gamberi;Gambero grigio;Gattucci;Ghiozzetti;Ghiozzetto quadrimaculato;Ghiozzo go';Ghiozzo nero;Ghiozzo paganello;Grancevola;Granchio verde;Granchio verde - femmina con uova;Granchio verde - in muta;Grongo;Lampuga;Latterino capoccione;Lepre di mare;Lumaca di mare;Magnosa;Maruzzella;Mazzancolla;Mennole;Merlano;Merluzzetto;Merluzzo;Misto pesce;Misto pesce acqua dolce;Mitilo;Motelle;Murici;Musdee;Ombrine;Orata;Ostriche;Palamita;Pannocchia;Papalina;Passera;Pastinache;Pesce San Pietro;Pesce sciabola;Pesce serra;Pesce spada;Piede di pellicano;Polpi;Rane pescatrici;Razza bavosa;Razze;Riccio di mare;Ricciole;Rombi;Rossetto;Sacchetto;Salpa;Sardina;Savetta;Scampo;Scorfani;Seppie;Sgombri;Smeriglio;Sogliole;Sparidi;Squali;Squalo volpe;Suri;Tartaruga;Tartufo di mare;Tellina;Tinca;Tonni;Tracine;Triglia di fango;Triglia di scoglio;Trota;Venere gallina;Vongole;Zanchette;TOTALI
03/1965;-1;122685;398;-1;5779;-1;-1;-1;-1;247;-1;-1;-1;1800;1732;6855;50463.91753;50;1797;121;-1;11134;0;0;-1;-1;-1;0;-1;0;0;-1;-1;1188;3157;5430;2377;2864;-1;11856;-1;-1;2955;0;-1;2436;-1;-1;76252;-1;-1;-1;-1;0;0;632;2907;5912;18142;5705;-1;-1;382;-1;18;252;0;-1;1215;41013;1108;-1;117;-1;-1;-1;-1;9640;2506;-1;3147;-1;-1;2114;-1;-1;-1;1353;-1;821;956;135451;889;-1;10079;2467;525;0;13;0;0;-1;402;-1;-1;4153;37;9;-1;0;-1;563493.9175
04/1965;-1;92904;4814;-1;14070;-1;-1;-1;-1;220;-1;-1;-1;148;836;9695;45889.17526;140;806;65;-1;13351;0;0;-1;-1;-1;0;-1;0;0;-1;-1;1213;2253;1797;1718;3028;-1;22268;-1;-1;2408;0;-1;40548;-1;-1;86226;-1;-1;-1;-1;0;0;648;1973;2590;28029;2960;-1;-1;4198;-1;394;190;0;-1;8065;48422;1635;-1;112;-1;-1;-1;-1;7219;1568;-1;2834;-1;-1;2480;-1;-1;-1;4870;-1;378;1696;442931;4954;-1;8166;3014;393;0;390;0;0;-1;128;-1;-1;4539;10;8;-1;0;-1;929143.1753
05/1965;-1;260173;1292;-1;7781;-1;-1;-1;-1;203;-1;-1;-1;6;328;12745;36770.61856;0;509;166;-1;9617;0;0;-1;-1;-1;0;-1;0;0;-1;-1;905;2217;1542;1164;3554;-1;24222;-1;-1;2965;0;-1;8457;-1;-1;82479;-1;-1;-1;-1;0;0;963;1072;2023;27594;5707;-1;-1;7389;-1;2197;57;0;-1;13382;109058;2204;-1;94;-1;-1;-1;-1;4688;1873;-1;3603;-1;-1;2509;-1;-1;-1;4516;-1;1070;1572;304843;23281;-1;8310;1650;1268;0;1032;0;0;-1;656;-1;-1;2845;7;3;-1;0;-1;992513.6186
06/1965;-1;278440;413;-1;11759;-1;-1;-1;-1;308;-1;-1;-1;316;719;14069;33523.19588;0;287;20;-1;11831;0;0;-1;-1;-1;0;-1;0;0;-1;-1;558;2395;1828;1195;1249;-1;14973;-1;-1;3068;0;-1;7817;-1;-1;60541;-1;-1;-1;-1;0;0;3621;778;2233;24425;3628;-1;-1;5334;-1;2836;18;0;-1;10828;15021;3259;-1;60;-1;-1;-1;-1;6552;2480;-1;4070;-1;-1;1944;-1;-1;-1;52530;-1;1238;736;85757;23483;-1;10205;551;3282;0;427;0;0;-1;-1;-1;-1;873;-1;9;-1;0;-1;711437.1959
07/1965;-1;516521;478;-1;13037;-1;-1;-1;-1;381;-1;-1;-1;193;634;9418;35327.31959;0;455;331;-1;24584;0;0;-1;-1;-1;0;-1;0;0;-1;-1;736;1880;9286;1458;8995;-1;18659;-1;-1;1233;0;-1;3649;-1;-1;40037;-1;-1;-1;-1;0;0;2371;974;2656;20384;9064;-1;-1;5655;-1;497;26;0;-1;6162;29301;1889;-1;38;-1;-1;-1;-1;16001;3615;-1;6232;-1;-1;3333;-1;-1;-1;86707;-1;2130;325;24865;30260;-1;11451;156;3911;0;1733;0;0;-1;442;-1;-1;553;5;7;-1;0;-1;957987.3196
08/1965;-1;815472;897;-1;8863;-1;-1;-1;-1;538;-1;-1;-1;40;1336;8022;39172.68041;0;495;682;-1;35261;0;0;-1;-1;-1;0;-1;0;0;-1;-1;955;3095;41094;1240;9445;-1;19183;-1;-1;547;0;-1;1208;-1;-1;80044;-1;-1;-1;-1;0;0;1923;413;2070;22722;18221;-1;-1;8081;-1;183;2329;0;-1;7083;12837;1727;-1;25;-1;-1;-1;-1;28033;2990;-1;7615;-1;-1;964;-1;-1;-1;47974;-1;1956;229;25997;22442;-1;16661;990;1727;0;1829;0;0;-1;337;-1;-1;4561;278;33;-1;0;-1;1309771.68
09/1965;-1;441122;1263;-1;11303;-1;-1;-1;-1;592;-1;-1;-1;21;989;8835;23884.02062;0;245;228;-1;41001;0;0;-1;-1;-1;0;-1;0;0;-1;-1;2468;1487;26242;976;17611;-1;26229;-1;-1;391;0;18502;32;-1;-1;122769;-1;-1;-1;-1;0;0;2376;665;1433;28844;14957;-1;-1;8724;-1;115;2927;0;-1;15296;16666;2285;-1;14;-1;-1;-1;-1;39155;2037;-1;5498;-1;-1;885;-1;-1;-1;71147;-1;761;183;25764;26434;-1;30848;1054;915;0;572;0;0;-1;352;-1;-1;8626;450;43;-1;0;-1;1055169.021
10/1965;-1;430638;2144;-1;12130;-1;-1;-1;-1;1293;-1;-1;-1;85;2400;13891;35427.83505;221;212;40;-1;55540;0;0;-1;-1;-1;0;-1;0;0;-1;-1;3043;1503;13230;2150;21917;-1;19124;-1;-1;1346;0;39915;4441;-1;-1;88287;-1;-1;-1;-1;0;0;4490;1448;3816;20416;6564;-1;-1;6723;-1;47;6159;0;-1;8408;17588;4000;-1;80;-1;-1;-1;-1;54614;3581;-1;4601;-1;-1;2125;-1;-1;-1;100822;-1;2233;318;36935;44321;-1;28248;318;1232;0;600;0;0;-1;565;4345;-1;10498;254;16;-1;0;-1;1124296.835
11/1965;-1;89274;610;-1;6678;-1;-1;-1;-1;684;-1;-1;-1;-1;8097;8341;9463.917526;282;551;215;-1;72925;0;0;-1;-1;-1;0;-1;0;0;-1;-1;901;3333;14285;1074;8140;-1;5110;-1;-1;1216;0;7075;11819;-1;-1;105086;-1;-1;-1;-1;0;0;2334;1140;1496;14589;7483;-1;-1;6397;-1;211;11474;0;-1;12559;49520;8165;-1;128;-1;-1;-1;-1;23357;1463;-1;2711;-1;-1;1973;-1;-1;-1;5712;-1;401;221;17315;3414;-1;21967;506;997;0;-1;0;0;-1;118;-1;-1;3610;276;4;-1;0;-1;554651.9175
12/1965;-1;220013;0;-1;4771;-1;-1;-1;-1;341;-1;-1;-1;-1;20266;9870;20386.59794;708;1622;325;-1;141548;0;0;-1;-1;-1;0;-1;0;0;-1;-1;626;3207;22953;1514;13555;-1;1481;-1;-1;1726;0;467;811;-1;-1;90994;-1;-1;-1;-1;0;0;1994;1551;2757;18991;7053;-1;-1;9443;-1;6;12395;0;-1;19885;26197;5732;-1;258;-1;-1;-1;-1;18811;2136;-1;3950;-1;-1;1570;-1;-1;-1;1790;-1;200;639;15206;3029;-1;28458;968;1689;0;-1;0;0;-1;15;-1;-1;2864;146;3;-1;0;-1;744871.5979
01/1966;-1;47171;0;-1;1565;-1;-1;-1;-1;132;-1;-1;-1;300;6698;3032;12471.64949;0;1471;252;-1;50215;0;0;-1;-1;-1;0;-1;0;0;-1;-1;373;1094;9324;887;17407;-1;375;-1;-1;948;0;-1;76;-1;-1;49728;-1;-1;-1;-1;0;0;329;974;1436;7842;2522;-1;-1;1785;-1;8;1856;0;-1;5046;2927;1179;-1;617;-1;-1;-1;-1;6899;1259;-1;3597;-1;-1;1553;-1;-1;-1;450;-1;26;575;8967;350;-1;12491;1583;1117;0;-1;0;0;-1;159;-1;-1;2320;411;-1;-1;0;-1;271747.6495
02/1966;-1;39032;0;-1;4012;-1;-1;-1;-1;266;-1;-1;-1;270;2986;7940;20819.58763;271;3901;70;-1;36491;0;0;-1;-1;-1;0;-1;0;0;-1;-1;1568;2056;18298;1803;14488;-1;696;-1;-1;3400;0;-1;3;-1;-1;44080;-1;-1;-1;-1;0;0;623;2064;5085;14897;6099;-1;-1;1015;-1;-1;338;0;-1;10276;15514;1281;-1;489;-1;-1;-1;-1;16827;2394;-1;4863;-1;-1;2392;-1;-1;-1;1260;-1;355;1168;24306;32;-1;15993;4372;992;0;-1;0;0;-1;119;-1;-1;6734;409;3;-1;0;-1;342300.5876
03/1966;-1;162075;1056;-1;7246;-1;-1;-1;-1;265;-1;-1;-1;1156;1329;7522;19115.97938;109;2183;519;-1;19430;0;0;-1;-1;-1;0;-1;0;0;-1;-1;1145;2213;6760;1621;12707;-1;7663;-1;-1;3516;0;-1;5480;-1;-1;52576;-1;-1;-1;-1;0;0;317;1324;2255;18236;4646;-1;-1;4386;-1;353;422;0;-1;23356;38448;2369;-1;983;-1;-1;-1;-1;10519;1998;-1;2744;-1;-1;2217;-1;-1;-1;1880;-1;479;1026;60510;1687;-1;15620;3680;1261;144;-1;0;0;-1;107;-1;-1;5803;400;2;-1;0;-1;522809.9794
04/1966;-1;202473;3039;-1;11531;-1;-1;-1;-1;415;-1;-1;-1;-1;735;13146;35090.20619;315;2392;1235;-1;12630;0;0;-1;-1;-1;0;-1;0;0;-1;-1;1053;1197;2707;2433;4594;-1;9821;-1;-1;3302;0;-1;28966;-1;-1;66477;-1;-1;-1;-1;0;0;487;1575;3357;22945;4778;-1;-1;4961;-1;445;27;0;-1;15272;84899;2910;-1;640;-1;-1;-1;-1;3497;1588;-1;3183;-1;-1;3060;-1;-1;-1;2546;-1;694;1345;216174;18714;-1;14765;3887;1008;0;20;0;0;-1;369;-1;-1;4905;212;5;-1;0;-1;821770.2062
05/1966;-1;374338;589;-1;7880;-1;-1;-1;-1;256;-1;-1;-1;-1;607;16831;36033.50516;0;1123;140;-1;20008;0;0;-1;-1;-1;0;-1;0;0;-1;-1;980;3549;1416;1339;2367;-1;5221;-1;-1;4286;0;-1;5839;-1;-1;43961;-1;-1;-1;-1;0;0;773;1103;3328;16976;6536;-1;-1;5783;-1;1991;7;0;-1;6400;27671;3681;-1;385;-1;-1;-1;-1;3763;1700;-1;5623;-1;-1;2938;-1;-1;-1;18542;-1;1065;1243;205436;14087;-1;9998;1402;1650;0;100;0;0;-1;978;-1;-1;2488;50;1;-1;0;-1;872412.5052
06/1966;-1;367171;48;-1;10178;-1;-1;-1;-1;300;-1;-1;-1;52;801;11945;49381.4433;0;738;26;-1;15394;0;0;-1;-1;-1;0;-1;0;0;-1;-1;480;13494;2173;3097;1268;-1;12836;-1;-1;4148;0;-1;2767;-1;-1;30166;-1;-1;-1;-1;0;0;1501;593;2264;35103;19868;-1;-1;5630;-1;566;28;0;-1;8420;3149;4779;-1;273;-1;-1;-1;-1;6501;1835;-1;10062;-1;-1;2531;-1;-1;-1;44723;-1;736;1302;62002;81288;-1;8046;1951;3443;0;2538;0;0;-1;35;10;-1;3734;6;43;-1;0;-1;839376.4433
07/1966;-1;409348;307;-1;10665;-1;-1;-1;-1;238;-1;-1;-1;1561;934;8219;31695.87629;0;346;266;-1;30511;91;0;-1;-1;-1;0;-1;0;0;-1;-1;530;6449;18314;1873;3952;-1;25807;-1;-1;1285;0;-1;696;-1;-1;76265;-1;-1;-1;-1;0;0;2031;815;3002;49069;36593;-1;-1;9504;-1;232;193;0;-1;6861;2720;2401;-1;112;-1;-1;-1;-1;13884;4068;-1;9403;-1;-1;1415;-1;-1;-1;85204;-1;1465;417;29344;41176;-1;12729;673;2606;0;1918;40;0;-1;515;548;-1;2695;240;27;-1;0;-1;951205.8763
08/1966;-1;235445;480;-1;9453;-1;-1;-1;-1;300;-1;-1;-1;2438;1186;7687;26755.15464;0;263;404;-1;38340;0;0;-1;-1;-1;0;-1;0;0;-1;-1;556;6862;69601;1918;4643;-1;34444;-1;-1;435;0;298;179;-1;-1;148263;-1;-1;-1;-1;0;0;2148;1241;3472;42626;28854;-1;-1;8254;-1;118;901;0;-1;10037;292;2839;-1;108;-1;-1;-1;-1;9776;2872;-1;7412;-1;-1;473;-1;-1;-1;96441;-1;2405;315;30322;85430;-1;17267;1321;1828;0;5577;15;0;-1;314;3478;-1;10168;836;209;-1;0;-1;967253.1546
09/1966;-1;216295;1271;-1;8897;-1;-1;-1;-1;427;-1;-1;-1;267;1265;8899;15054.12371;0;255;300;-1;37926;0;0;-1;-1;-1;0;-1;0;0;-1;-1;1555;4873;46726;2972;7515;-1;54083;-1;-1;868;0;8936;203;-1;-1;146277;-1;-1;-1;-1;0;0;2850;1745;4131;34966;41751;-1;-1;9734;-1;93;3189;0;-1;12207;6503;2998;-1;556;-1;-1;-1;-1;17472;1929;-1;5439;-1;-1;413;-1;-1;-1;84390;-1;2371;311;43456;75236;-1;22131;2613;2223;0;2043;15;0;-1;411;900;-1;9407;625;1;-1;0;-1;956927.1237
10/1966;-1;102570;1236;-1;12704;-1;-1;-1;-1;645;-1;-1;-1;588;1689;8059;11621.13402;75;314;83;-1;65172;0;0;-1;-1;-1;0;-1;0;0;-1;-1;1006;3750;22167;1903;9715;-1;70358;-1;-1;1863;0;28029;3230;-1;-1;101540;-1;-1;-1;-1;0;0;2682;935;2152;33428;41024;-1;-1;16332;-1;136;12632;0;-1;15672;4252;2930;-1;114;-1;-1;-1;-1;41941;2428;-1;2846;-1;-1;1236;-1;-1;-1;111432;-1;460;328;62037;16834;-1;28672;959;1201;0;269;0;0;-1;146;3048;-1;7937;301;23;-1;0;-1;862658.134
11/1966;-1;136484;81;-1;10653;-1;-1;-1;-1;908;-1;-1;-1;29;2178;6269;3286.082474;486;360;148;-1;77539;0;0;-1;-1;-1;0;-1;0;0;-1;-1;226;5507;15259;3010;4683;-1;27107;-1;-1;2535;0;9315;4075;-1;-1;108570;-1;-1;-1;-1;0;0;1268;1069;1352;37410;27597;-1;-1;6685;-1;326;25728;0;-1;13685;42145;3548;-1;116;-1;-1;-1;-1;22027;1492;-1;1833;-1;-1;1037;-1;-1;-1;15142;-1;224;319;22146;8869;-1;18262;1163;1411;0;44;0;0;-1;131;-1;-1;4419;237;-1;-1;0;-1;678345.0825
12/1966;-1;122141;0;-1;3805;-1;-1;-1;-1;353;-1;-1;-1;-1;10716;8958;3512.886598;784;688;43;-1;119176;0;0;-1;-1;-1;0;-1;0;0;-1;-1;158;4201;15223;1869;14430;-1;3891;-1;-1;2423;0;307;1875;-1;-1;106927;-1;-1;-1;-1;0;0;574;1288;3628;26208;38033;-1;-1;4516;-1;79;43119;0;-1;16229;5664;5840;-1;177;-1;-1;-1;-1;25039;1703;-1;2149;-1;-1;950;-1;-1;-1;6632;-1;48;557;28482;6548;-1;22206;2137;1491;0;86;0;0;-1;69;-1;-1;2838;120;279;-1;0;-1;668121.8866
01/1967;-1;254450;4;-1;3046;-1;-1;-1;-1;298;-1;-1;-1;86;1653;11333;9773.195876;592;1234;-1;-1;48091;0;0;-1;-1;-1;0;100;0;0;-1;-1;498;2950;5944;3029;14495;-1;1444;-1;-1;3761;0;-1;191;-1;-1;44535;-1;-1;-1;-1;0;0;407;2491;7803;24608;18411;-1;-1;1798;-1;-1;4656;0;-1;5439;27798;473;-1;168;-1;-1;-1;-1;30503;3306;-1;5120;-1;-1;1846;-1;-1;-1;6248;-1;89;779;58333;1388;-1;17563;2920;1673;0;-1;0;0;-1;85;130;-1;4379;109;146;-1;0;-1;636127.1959
02/1967;-1;232850;0;-1;749;-1;-1;-1;-1;345;-1;-1;-1;120;1510;9988;19958.76289;879;4310;20;-1;32294;0;0;-1;-1;-1;0;-1;0;0;-1;-1;800;3368;5942;3080;7649;-1;2665;-1;-1;5847;0;-1;31;-1;-1;40662;-1;-1;-1;-1;0;0;497;2530;6017;31376;15332;-1;-1;1868;-1;25;249;0;-1;4471;24875;677;-1;197;-1;-1;-1;-1;41799;2280;-1;4430;-1;-1;1182;-1;-1;-1;90;-1;198;1521;49406;1131;-1;12515;6525;946;0;188;0;0;-1;137;41;-1;6472;86;11;-1;0;-1;590092.7629
03/1967;-1;259592;1741;-1;5066;-1;-1;-1;-1;334;-1;-1;-1;-1;1060;9560;25559.27835;1110;2344;35;-1;33102;0;0;-1;-1;-1;0;-1;0;0;-1;-1;1433;8829;2465;3645;2868;-1;22823;-1;-1;6722;0;-1;4506;-1;-1;82534;-1;-1;-1;-1;0;0;695;2696;4807;38889;9067;-1;-1;2606;-1;89;216;0;-1;2159;39532;1048;-1;278;-1;-1;-1;-1;31583;2627;-1;4048;-1;-1;1623;-1;-1;-1;3174;-1;350;2521;135252;418;-1;11261;7788;1036;0;-1;0;0;-1;482;124;-1;8381;241;31;-1;0;-1;788301.2784
04/1967;-1;139237;4525;-1;9053;-1;-1;-1;-1;252;-1;-1;-1;284;650;5166;16141.75258;972;1275;135;-1;15972;0;0;-1;-1;-1;0;-1;0;0;-1;-1;967;5008;1153;3316;901;-1;38690;-1;-1;4577;0;-1;25338;-1;-1;89744;-1;-1;-1;-1;0;0;2454;1593;3431;40365;4865;-1;-1;8006;-1;350;45;0;-1;25455;47832;1315;-1;285;-1;-1;-1;-1;8985;1368;-1;3641;-1;-1;1655;-1;-1;-1;3436;-1;325;1968;342801;4593;-1;14482;5297;957;0;39;0;0;-1;180;-1;-1;5625;234;42;-1;0;-1;894932.7526
05/1967;-1;413645;1633;-1;7742;-1;-1;-1;-1;340;-1;-1;-1;444;671;20900;26048.96907;213;2294;322;-1;26488;0;0;-1;-1;-1;0;-1;0;0;-1;-1;570;4330;2668;4729;544;-1;28278;-1;-1;7932;0;-1;5843;-1;-1;97745;-1;-1;-1;-1;0;0;13946;890;4597;46257;21691;-1;-1;9046;-1;469;156;0;-1;15182;25068;2419;-1;342;-1;-1;-1;-1;5073;1530;-1;6827;-1;-1;1878;-1;-1;-1;28169;-1;615;1503;305728;101317;-1;14375;3553;1458;0;-1;0;0;-1;930;-1;-1;6340;-1;2;-1;0;-1;1272690.969
06/1967;-1;420922;675;-1;8609;-1;-1;-1;-1;421;-1;-1;-1;4389;632;20365;32871.13402;0;1355;19;-1;20082;0;0;-1;-1;-1;0;-1;0;0;-1;-1;492;6001;405;3925;232;-1;24037;-1;-1;5467;0;-1;6276;-1;-1;45405;-1;-1;-1;-1;0;0;26542;340;2542;26199;34063;-1;-1;7462;-1;1013;325;0;-1;7134;11780;1547;-1;205;-1;-1;-1;-1;6576;1152;-1;5723;-1;-1;2055;-1;-1;-1;23566;-1;455;1090;113569;137430;-1;14205;1589;3946;0;795;115;0;-1;33;102;-1;1913;82;137;-1;0;-1;1036218.134
07/1967;-1;170848;1255;-1;12138;-1;-1;-1;-1;342;-1;-1;-1;3634;1752;10019;29574.74227;0;802;530;-1;29409;0;0;-1;-1;-1;0;-1;0;0;-1;-1;681;9380;6160;3325;6038;-1;33927;-1;-1;2787;0;-1;1376;-1;-1;47669;-1;-1;-1;-1;0;0;24127;387;2233;25380;33432;-1;-1;5465;-1;278;203;0;-1;5156;3521;3765;-1;259;-1;-1;-1;-1;16771;2630;-1;6348;-1;-1;2492;-1;-1;-1;162239;-1;815;886;16605;45697;-1;18971;1704;2260;0;3342;70;0;-1;439;9498;-1;2303;27;65;-1;0;-1;768967.7423
08/1967;-1;94624;2100;-1;11046;-1;-1;-1;-1;407;-1;-1;-1;4105;1412;10454;45559.27835;0;1113;250;-1;37730;0;0;-1;-1;-1;0;-1;0;0;-1;-1;1706;3205;16847;1260;15693;-1;63791;-1;-1;953;0;68;900;-1;-1;129469;-1;-1;-1;-1;0;0;25280;1301;1125;28512;35576;-1;-1;6676;-1;332;1365;0;-1;6451;6402;5202;-1;66;-1;-1;-1;-1;23173;3324;-1;5274;-1;-1;562;-1;-1;-1;222078;-1;754;354;19386;22746;-1;21431;659;2000;0;5292;147;0;-1;122;822;-1;5107;338;37;-1;0;-1;894540.2784
09/1967;-1;69243;1054;-1;9582;-1;-1;-1;-1;374;-1;-1;-1;4596;1224;11688;32760.30928;834;862;488;-1;44608;0;0;-1;-1;-1;0;-1;0;0;-1;-1;3707;994;11024;2482;14018;-1;87200;-1;-1;630;0;8607;206;-1;-1;138296;-1;-1;-1;-1;0;0;21482;1790;2177;20065;37080;-1;-1;7749;-1;18;5775;0;-1;9922;6382;2157;-1;253;-1;-1;-1;-1;26571;2250;-1;5576;-1;-1;401;-1;-1;-1;151651;-1;683;104;41620;31738;-1;24992;1016;1710;0;5986;25;0;-1;250;451;-1;13805;318;627;-1;0;-1;869055.3093
10/1967;-1;72551;1862;-1;9213;-1;-1;-1;-1;694;-1;-1;-1;2901;3185;16311;38538.65979;2918;500;449;-1;47811;0;0;-1;-1;-1;0;72;0;0;-1;-1;3680;1478;8720;3720;6819;-1;67588;-1;-1;1836;0;34302;2381;-1;-1;101624;-1;-1;-1;-1;0;0;24645;2207;2925;31151;26907;-1;-1;7837;-1;63;28496;0;-1;5893;2087;2723;-1;162;-1;-1;-1;-1;63772;4463;-1;11754;-1;-1;825;-1;-1;-1;106453;-1;915;768;61470;18454;-1;27369;2841;1632;0;2414;83;0;-1;262;2454;-1;13091;114;1511;-1;0;-1;884849.6598
11/1967;-1;45133;806;-1;8756;-1;-1;-1;-1;791;-1;-1;-1;83;4670;18126;20899.48454;4281;230;323;-1;95834;0;0;-1;-1;-1;0;-1;0;0;-1;-1;2562;1721;8104;2114;12761;-1;33396;-1;-1;3137;0;10203;9401;-1;-1;108486;-1;-1;-1;-1;0;0;17688;1897;2116;28121;34347;-1;-1;9883;-1;17;54217;0;-1;10613;24653;3626;-1;65;-1;-1;-1;-1;53489;3438;-1;6383;-1;-1;1151;-1;-1;-1;17671;-1;352;878;53471;4355;-1;37906;1896;1657;93;-1;0;0;-1;277;4535;-1;10352;31;903;-1;0;-1;777851.4845
12/1967;-1;68783;6;-1;4335;-1;-1;-1;-1;289;-1;-1;-1;31;25205;17935;15587.62887;4094;1193;926;-1;134015;0;0;-1;-1;-1;0;-1;0;0;-1;-1;687;2387;6707;1324;6828;-1;6438;-1;-1;2149;0;644;904;-1;-1;100538;-1;-1;-1;-1;0;0;8306;1745;2659;15896;20318;-1;-1;3830;-1;12;77849;36;-1;8698;413;5835;-1;26;-1;-1;-1;-1;21996;1651;-1;3877;-1;-1;1302;-1;-1;-1;2394;-1;42;321;28832;1496;-1;27746;727;2209;0;548;0;0;-1;37;-1;-1;2778;16;754;-1;0;-1;643307.6289
01/1968;-1;140130;0;-1;843;-1;-1;-1;-1;147;-1;-1;-1;15;3178;5293;21365.97938;5104;2801;261;-1;88502;0;0;-1;-1;-1;0;-1;0;0;-1;-1;508;2659;3385;696;22988;-1;1808;-1;-1;1754;0;-1;42;-1;-1;43074;-1;-1;-1;-1;0;0;2345;1847;2630;9596;11457;-1;-1;1615;-1;46;4201;205;-1;2369;1240;399;-1;48;-1;-1;-1;-1;10523;1081;-1;1526;-1;-1;1779;-1;-1;-1;1114;-1;29;137;25318;1759;-1;21532;738;830;0;-1;0;0;-1;68;-1;-1;1589;191;771;-1;0;-1;451487.9794
02/1968;-1;266652;0;-1;5331;-1;-1;-1;-1;215;-1;-1;-1;38;1140;11584;24677.83505;5112;3937;255;-1;28236;0;0;-1;-1;-1;0;-1;0;0;-1;-1;575;6154;3983;1310;3393;-1;4672;-1;-1;2888;0;-1;12;-1;-1;33947;-1;-1;-1;-1;0;0;4745;2289;2953;11584;10586;-1;-1;2010;-1;39;408;0;-1;1739;8476;1229;-1;44;-1;-1;-1;-1;23544;1305;-1;3011;-1;-1;1451;-1;-1;-1;2425;-1;111;701;28118;1219;-1;12893;1690;749;0;-1;0;0;-1;135;-1;-1;3810;250;2189;-1;0;-1;533765.8351
03/1968;-1;326877;1589;-1;11968;-1;-1;-1;-1;345;-1;-1;-1;134;768;14333;66077.31959;6088;3857;1081;-1;20408;0;0;-1;-1;-1;0;-1;0;0;-1;-1;673;5397;3383;6626;2742;-1;38887;-1;-1;4412;10;-1;3353;-1;-1;74682;-1;-1;-1;-1;0;0;4590;2925;3887;21908;4114;-1;-1;4510;-1;17;527;0;-1;4710;13537;3481;-1;154;-1;-1;-1;-1;16787;2240;-1;3005;-1;-1;2251;-1;-1;-1;6187;-1;172;1644;142782;1493;-1;21089;2998;706;0;105;0;0;-1;419;-1;-1;5245;248;985;-1;189;-1;866547.3196
04/1968;-1;315691;4463;-1;16874;-1;-1;-1;-1;267;-1;-1;-1;389;734;12173;52809.27835;2149;1756;711;-1;12074;0;0;-1;-1;-1;0;-1;0;0;-1;-1;427;3280;372;2646;654;-1;52969;-1;-1;2909;0;-1;32947;-1;-1;84372;-1;-1;-1;-1;0;0;2665;1819;1270;21324;5828;-1;-1;11235;-1;280;145;59;-1;21088;23813;5934;-1;314;-1;-1;-1;-1;5574;1415;-1;5286;-1;-1;1815;-1;-1;-1;4099;-1;45;1130;242979;11805;-1;14328;4183;633;0;705;60;0;-1;637;-1;-1;3931;193;735;-1;0;-1;995945.2784
05/1968;-1;314072;555;-1;17662;-1;-1;-1;-1;271;-1;-1;-1;699;569;31824;44164.94845;2251;3756;703;-1;12629;0;0;-1;-1;-1;0;-1;0;0;-1;-1;197;6732;6;2183;608;-1;36655;-1;-1;4562;0;-1;2846;-1;-1;57040;-1;-1;-1;-1;0;0;2804;344;804;16428;11857;-1;-1;11444;-1;493;243;0;-1;27193;29060;4910;-1;274;-1;-1;-1;-1;2278;926;-1;2404;-1;-1;1673;-1;-1;-1;33909;-1;127;312;176549;45284;-1;12135;2444;4088;0;374;30;0;-1;1142;-1;-1;1922;11;764;-1;0;-1;932162.9485
06/1968;-1;313475;99;-1;17408;-1;-1;-1;-1;267;-1;-1;-1;1636;786;16148;32623.71134;1363;2788;620;-1;16596;0;0;-1;-1;-1;0;-1;0;0;-1;-1;281;3722;20;3361;2012;-1;24517;-1;-1;4001;0;-1;3653;-1;-1;42301;-1;-1;-1;-1;0;0;2287;1355;1905;18789;24217;-1;-1;10053;-1;607;217;0;-1;13987;15401;5677;-1;154;-1;-1;-1;-1;8380;1772;-1;3253;-1;-1;1271;-1;-1;-1;65651;-1;201;1601;47019;32347;-1;14833;2094;7342;0;380;30;0;-1;370;-1;-1;2586;58;1213;-1;0;-1;772679.7113
07/1968;-1;284268;807;-1;15089;-1;-1;-1;-1;255;-1;-1;-1;3534;2043;6752;35680.41237;340;1784;665;-1;19249;0;0;-1;-1;-1;0;-1;0;0;-1;-1;273;4234;6186;2327;7090;-1;39157;-1;-1;1324;0;-1;2021;-1;-1;72905;-1;-1;-1;-1;0;0;5146;1414;1905;19920;27106;-1;-1;10826;-1;259;486;0;-1;4391;4960;6205;-1;115;-1;-1;-1;-1;13554;4031;-1;6434;-1;-1;1742;-1;-1;-1;162002;-1;355;1039;15068;30164;-1;17660;1683;2385;7;1253;180;0;-1;237;-1;-1;1391;29;851;-1;0;-1;848733.4124
